Epoch,Reward,Loss
148,0.0,0.0
149,-30.0,2.1711457520723343e-08
150,-30.0,9.313225746154785e-10
151,0.0,0.0
152,-30.0,4.2957253754138947e-08
153,-30.0,2.3632310330867767e-08
154,0.0,0.0
155,-30.0,3.958120942115784e-09
156,-30.0,-2.468004822731018e-08
157,0.0,0.0
158,-30.0,-6.030313670635223e-08
159,-30.0,3.573950380086899e-08
160,-30.0,1.5832483768463135e-08
161,-30.0,4.761386662721634e-08
162,-30.0,3.4924596548080444e-10
163,0.0,0.0
164,-30.0,-6.984919309616089e-09
165,-30.0,2.8405338525772095e-08
166,-30.0,5.180481821298599e-08
167,-30.0,-4.7963112592697144e-08
168,-30.0,-2.270098775625229e-08
169,-30.0,7.011112757027149e-08
170,-30.0,3.096647560596466e-08
171,0.0,0.0
172,-30.0,9.16188582777977e-08
173,-30.0,4.3422915041446686e-08
174,-30.0,7.916241884231567e-09
175,-30.0,-3.5390257835388184e-08
176,-30.0,-4.889443516731262e-08
177,0.0,0.0
178,-30.0,2.468004822731018e-08
179,-30.0,1.257285475730896e-08
180,-30.0,-3.4924596548080444e-09
181,-30.0,-1.0104849934577942e-07
182,-30.0,-1.0011717677116394e-08
183,-30.0,-6.379559636116028e-08
184,-30.0,-5.960464477539063e-08
185,0.0,0.0
186,-30.0,-3.0384398996829987e-08
187,-30.0,-6.402842700481415e-10
188,-30.0,8.034997940063477
189,-30.0,2.60770320892334e-08
190,0.0,0.0
191,-30.0,-5.192123353481293e-08
192,-30.0,1.1175870895385742e-08
193,-30.0,1.4435499906539917e-08
194,-30.0,5.3085386753082275e-08
195,-30.0,-1.6402918845415115e-07
196,0.0,0.0
197,-30.0,6.984919309616089e-10
198,0.0,0.0
199,-30.0,9.080395102500916e-09
200,0.0,0.0
201,-30.0,-3.096647560596466e-08
202,-30.0,7.62520357966423e-08
203,-30.0,1.3620592653751373e-07
204,-30.0,9.365612640976906e-08
205,-30.0,-8.638016879558563e-08
206,0.0,0.0
207,-30.0,1.1385418474674225e-07
208,-30.0,-4.959292709827423e-08
209,-30.0,-1.096632331609726e-07
210,0.0,0.0
211,0.0,0.0
212,-30.0,-1.9978705644607544
213,-30.0,0.15154124796390533
214,-30.0,9.132781997323036e-08
215,-30.0,4.423782229423523e-09
216,-30.0,-3.003515303134918e-08
217,-30.0,7.332243919372559
218,-30.0,-3.050081431865692e-08
219,-30.0,1.0477378964424133e-08
220,-30.0,3.7669570446014404
221,-30.0,3.119930624961853e-08
222,-30.0,-8.614733815193176e-08
223,-30.0,-5.8673322200775146e-08
224,-30.0,-0.10358762741088867
225,-30.0,1.0341016054153442
226,-30.0,4.058054447174072
227,-30.0,-1.2014061212539673e-07
228,-30.0,3.3993273973464966e-08
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,-30.0,-2.952292561531067e-07
233,-30.0,-5.345791578292847e-07
234,-30.0,-1.5087425708770752e-07
235,-30.0,-10.357865333557129
236,0.0,0.0
237,-30.0,-1.2540775537490845
238,0.0,0.0
239,-30.0,3.2084062695503235e-07
240,-30.0,2.860889196395874
241,0.0,0.0
242,-30.0,1.6239937394857407e-07
243,-30.0,-3.259629011154175e-07
244,-30.0,3.147174119949341
245,-30.0,-1.0570511221885681e-07
246,-30.0,-1.0710209608078003e-07
247,-30.0,1.6298145055770874e-07
248,-30.0,3.180466592311859e-07
249,-30.0,7.2177499532699585e-09
250,-30.0,8.800998330116272e-08
251,-30.0,1.1175870895385742e-08
252,0.0,0.0
253,-30.0,-4.41685152053833
254,-30.0,4.725379943847656
255,-30.0,1.6891863197088242e-07
256,0.0,0.0
257,0.0,0.0
258,-30.0,6.922988414764404
259,-30.0,-1.7974525690078735e-07
260,-30.0,4.4830498695373535
261,0.0,0.0
262,-30.0,1.1734664440155029e-07
263,0.0,0.0
264,-30.0,-6.565824151039124e-07
265,-30.0,2.8870999813079834e-08
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,-30.0,1.8440186977386475e-07
270,0.0,0.0
271,-30.0,-2.775341272354126e-07
272,-30.0,-2.952292561531067e-07
273,-30.0,-7.092556953430176
274,-30.0,-24.533924102783203
275,0.0,0.0
276,-30.0,-2.8219074010849e-07
277,-30.0,4.10713255405426e-07
278,0.0,0.0
279,-30.0,-9.118844985961914
280,0.0,0.0
281,0.0,0.0
282,-30.0,1.0058283805847168e-07
283,-30.0,8.847564458847046e-09
284,-30.0,2.5494955480098724e-08
285,-30.0,5.704350769519806e-09
286,-30.0,1.9208528101444244e-08
287,-30.0,-1.1135125532746315e-07
288,-30.0,6.01867213845253e-08
289,-30.0,1.8480932340025902e-08
290,-30.0,8.614269256591797
291,0.0,0.0
292,-30.0,1.594889909029007e-08
293,0.0,0.0
294,-30.0,3.003515303134918e-08
295,-30.0,3.5390257835388184e-08
296,-30.0,-1.4086253941059113e-08
297,-30.0,1.1757947504520416e-08
298,-30.0,-1.2689270079135895e-08
299,-30.0,3.504101186990738e-08
300,-30.0,6.28642737865448e-09
