t,scenario,vehicle_id,vtype,speed,accel,prox,wave,jerk,slip,density,friction,road_type,crashed
0.0670,low_friction,ego,ego,37.1218,-1.2611,79.730,0.0000,-18.9171,0.0022,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_aggressive.1,aggressive,35.4526,-0.8527,153.799,0.0000,0.1181,0.0004,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_conservative.2,conservative,29.0700,-0.0139,342.874,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_conservative.3,conservative,24.1924,0.0539,234.961,0.0000,-0.0040,0.0002,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.10,normal,33.0194,-0.0182,164.734,0.0000,0.0006,0.0000,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.11,normal,32.3439,0.0059,87.119,0.0000,0.0013,0.0000,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,206.825,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.13,normal,22.5734,0.1854,30.896,0.0000,-0.0130,0.0005,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.14,normal,27.0438,0.5614,258.096,0.0000,-0.0662,0.0014,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.15,normal,35.3959,-0.8450,546.643,0.3216,0.1159,0.0008,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.16,normal,24.9741,-0.0006,113.175,0.0000,-0.0092,0.0000,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.4,normal,25.4761,0.0003,100.000,0.0000,-0.0001,0.0001,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.6,normal,36.5718,0.1267,100.000,0.0000,-0.0165,0.0257,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.7,normal,31.3350,0.0251,112.148,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.8,normal,30.8628,0.0331,100.000,0.0000,-0.0055,0.0064,5.333,0.4,highway,0
0.0670,low_friction,f_r_hw_normal.9,normal,30.1024,0.0353,82.090,0.0000,0.0010,0.0001,5.333,0.4,highway,0
0.1340,low_friction,ego,ego,36.9710,-2.2500,79.621,0.0000,-14.8329,0.0021,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_aggressive.1,aggressive,35.3959,-0.8450,153.242,0.0000,0.1159,0.0004,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_conservative.2,conservative,29.0691,-0.0139,342.633,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_conservative.3,conservative,24.1960,0.0536,234.853,0.0000,-0.0044,0.0002,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.10,normal,33.0182,-0.0182,164.622,0.0000,0.0006,0.0000,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.11,normal,32.3443,0.0060,87.164,0.0000,0.0013,0.0000,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,207.375,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.13,normal,22.5858,0.1845,31.000,0.0000,-0.0133,0.0005,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.14,normal,27.0811,0.5570,258.230,0.0000,-0.0660,0.0014,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.15,normal,35.3398,-0.8374,546.292,0.4288,0.1137,0.0008,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.16,normal,24.9741,-0.0006,113.873,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.4,normal,25.4761,0.0003,100.000,0.0000,-0.0001,0.0001,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.6,normal,36.5802,0.1256,100.000,0.0000,-0.0164,0.0255,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.7,normal,31.3367,0.0249,112.499,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.8,normal,30.8650,0.0327,100.000,0.0000,-0.0055,0.0063,5.333,0.4,highway,0
0.1340,low_friction,f_r_hw_normal.9,normal,30.1048,0.0354,82.141,0.0000,0.0009,0.0001,5.333,0.4,highway,0
0.2010,low_friction,ego,ego,36.8203,-2.2500,79.518,0.0000,0.0000,0.0020,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_aggressive.1,aggressive,35.3398,-0.8374,152.691,0.0000,0.1137,0.0004,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_conservative.2,conservative,29.0682,-0.0139,342.393,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_conservative.3,conservative,24.1996,0.0533,234.746,0.0000,-0.0047,0.0002,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.10,normal,33.0170,-0.0181,164.509,0.0000,0.0006,0.0000,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.11,normal,32.3447,0.0061,87.209,0.0000,0.0012,0.0000,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,207.925,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.13,normal,22.5981,0.1836,31.103,0.0000,-0.0135,0.0005,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.14,normal,27.1181,0.5527,258.360,0.0000,-0.0658,0.0014,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.15,normal,35.2842,-0.8300,545.945,0.5360,0.1116,0.0008,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.16,normal,24.9740,-0.0006,114.568,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.4,normal,25.4761,0.0003,100.000,0.0000,-0.0001,0.0001,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.6,normal,36.5885,0.1246,100.000,0.0000,-0.0162,0.0253,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.7,normal,31.3383,0.0247,112.851,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.8,normal,30.8671,0.0324,100.000,0.0000,-0.0054,0.0063,5.333,0.4,highway,0
0.2010,low_friction,f_r_hw_normal.9,normal,30.1071,0.0355,82.192,0.0000,0.0009,0.0001,5.333,0.4,highway,0
0.2680,low_friction,ego,ego,36.6695,-2.2500,79.422,0.0000,0.0000,0.0019,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_aggressive.1,aggressive,35.2842,-0.8300,152.147,0.0000,0.1116,0.0003,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_conservative.2,conservative,29.0672,-0.0139,342.152,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_conservative.3,conservative,24.2031,0.0529,234.639,0.0000,-0.0050,0.0002,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.10,normal,33.0158,-0.0181,164.397,0.0000,0.0006,0.0000,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.11,normal,32.3451,0.0062,87.254,0.0000,0.0012,0.0000,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,208.475,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.13,normal,22.6103,0.1827,31.205,0.0000,-0.0138,0.0005,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.14,normal,27.1548,0.5483,258.488,0.0000,-0.0656,0.0013,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.15,normal,35.2291,-0.8227,545.602,0.6432,0.1095,0.0008,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.16,normal,24.9740,-0.0006,115.258,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.4,normal,25.4762,0.0003,100.000,0.0000,-0.0001,0.0001,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.6,normal,36.5968,0.1235,100.000,0.0000,-0.0161,0.0250,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.7,normal,31.3400,0.0245,113.203,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.8,normal,30.8693,0.0320,100.000,0.0000,-0.0053,0.0062,5.333,0.4,highway,0
0.2680,low_friction,f_r_hw_normal.9,normal,30.1095,0.0355,82.243,0.0000,0.0008,0.0001,5.333,0.4,highway,0
0.3350,low_friction,ego,ego,36.5188,-2.2500,79.332,0.0000,0.0000,0.0018,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_aggressive.1,aggressive,35.2291,-0.8227,151.608,0.0000,0.1095,0.0003,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_conservative.2,conservative,29.0663,-0.0138,341.912,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_conservative.3,conservative,24.2066,0.0526,234.533,0.0000,-0.0053,0.0002,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.10,normal,33.0146,-0.0180,164.285,0.0000,0.0006,0.0000,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.11,normal,32.3455,0.0062,87.299,0.0000,0.0012,0.0000,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,209.025,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.13,normal,22.6225,0.1817,31.307,0.0000,-0.0140,0.0005,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.14,normal,27.1913,0.5439,258.614,0.0000,-0.0654,0.0013,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.15,normal,35.1745,-0.8155,545.263,0.7504,0.1075,0.0008,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.16,normal,24.9740,-0.0006,115.946,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.4,normal,25.4762,0.0003,100.000,0.0000,-0.0001,0.0000,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.6,normal,36.6050,0.1224,100.000,0.0000,-0.0160,0.0248,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.7,normal,31.3416,0.0243,113.556,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.8,normal,30.8714,0.0317,100.000,0.0000,-0.0053,0.0061,5.333,0.4,highway,0
0.3350,low_friction,f_r_hw_normal.9,normal,30.1119,0.0356,82.294,0.0000,0.0007,0.0001,5.333,0.4,highway,0
0.4020,low_friction,ego,ego,36.3680,-2.2500,79.248,0.0000,0.0000,0.0018,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_aggressive.1,aggressive,35.1745,-0.8155,151.076,0.0000,0.1075,0.0003,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_conservative.2,conservative,29.0654,-0.0138,341.671,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_conservative.3,conservative,24.2101,0.0522,234.427,0.0000,-0.0055,0.0002,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.10,normal,33.0134,-0.0180,164.173,0.0000,0.0006,0.0000,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.11,normal,32.3459,0.0063,87.343,0.0000,0.0011,0.0000,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,209.575,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.13,normal,22.6346,0.1808,31.407,0.0000,-0.0142,0.0005,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.14,normal,27.2274,0.5396,258.737,0.0000,-0.0652,0.0013,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.15,normal,35.1203,-0.8085,544.928,0.8576,0.1055,0.0008,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.16,normal,24.9739,-0.0005,116.629,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.4,normal,25.4762,0.0003,100.000,0.0000,-0.0001,0.0000,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.6,normal,36.6131,0.1214,100.000,0.0000,-0.0158,0.0246,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.7,normal,31.3432,0.0241,113.909,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.8,normal,30.8735,0.0313,100.000,0.0000,-0.0052,0.0060,5.333,0.4,highway,0
0.4020,low_friction,f_r_hw_normal.9,normal,30.1143,0.0356,82.345,0.0000,0.0006,0.0001,5.333,0.4,highway,0
0.4690,low_friction,ego,ego,36.2173,-2.2500,79.171,0.0000,0.0000,0.0017,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_aggressive.1,aggressive,35.1203,-0.8085,150.549,0.0000,0.1055,0.0002,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_conservative.2,conservative,29.0644,-0.0138,341.431,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_conservative.3,conservative,24.2136,0.0518,234.322,0.0000,-0.0057,0.0002,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.10,normal,33.0122,-0.0180,164.061,0.0000,0.0005,0.0000,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.11,normal,32.3463,0.0064,87.388,0.0000,0.0011,0.0000,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.12,normal,24.1363,0.0001,210.125,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.13,normal,22.6467,0.1798,31.507,0.0000,-0.0145,0.0005,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.14,normal,27.2633,0.5352,258.858,0.0000,-0.0650,0.0013,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.15,normal,35.0666,-0.8016,544.596,0.9648,0.1035,0.0008,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.16,normal,24.9739,-0.0005,117.309,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.4,normal,25.4762,0.0003,100.000,0.0000,-0.0001,0.0000,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.6,normal,36.6212,0.1203,100.000,0.0000,-0.0157,0.0243,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.7,normal,31.3448,0.0239,114.263,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.8,normal,30.8756,0.0310,100.000,0.0000,-0.0052,0.0060,5.333,0.4,highway,0
0.4690,low_friction,f_r_hw_normal.9,normal,30.1167,0.0356,82.396,0.0000,0.0006,0.0001,5.333,0.4,highway,0
0.5360,low_friction,ego,ego,36.0665,-2.2500,79.100,0.0000,0.0000,0.0016,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_aggressive.1,aggressive,35.0666,-0.8016,150.029,0.0000,0.1035,0.0002,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_conservative.2,conservative,29.0635,-0.0138,341.190,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_conservative.3,conservative,24.2171,0.0515,234.218,0.0000,-0.0059,0.0002,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.10,normal,33.0110,-0.0179,163.950,0.0000,0.0005,0.0000,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.11,normal,32.3468,0.0065,87.432,0.0000,0.0011,0.0000,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.12,normal,24.1364,0.0001,210.675,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.13,normal,22.6587,0.1789,31.606,0.0000,-0.0146,0.0005,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.14,normal,27.2989,0.5309,258.976,0.0000,-0.0648,0.0013,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.15,normal,35.0133,-0.7948,544.268,1.0720,0.1016,0.0008,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.16,normal,24.9739,-0.0005,117.985,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.4,normal,25.4762,0.0003,100.000,0.0000,-0.0001,0.0000,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.6,normal,36.6292,0.1193,100.000,0.0000,-0.0156,0.0241,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.7,normal,31.3464,0.0237,114.617,0.0000,-0.0030,0.0001,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.8,normal,30.8776,0.0306,100.000,0.0000,-0.0051,0.0059,5.333,0.4,highway,0
0.5360,low_friction,f_r_hw_normal.9,normal,30.1191,0.0357,82.447,0.0000,0.0005,0.0001,5.333,0.4,highway,0
0.6030,low_friction,ego,ego,35.9158,-2.2500,79.036,0.0000,0.0000,0.0015,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_aggressive.1,aggressive,35.0133,-0.7948,149.514,0.0000,0.1016,0.0002,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_conservative.2,conservative,29.0626,-0.0138,340.950,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_conservative.3,conservative,24.2205,0.0510,234.114,0.0000,-0.0061,0.0002,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.10,normal,33.0098,-0.0179,163.838,0.0000,0.0005,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.11,normal,32.3472,0.0065,87.477,0.0000,0.0010,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.12,normal,24.1364,0.0001,211.226,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.13,normal,22.6706,0.1779,31.704,0.0000,-0.0148,0.0005,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.14,normal,27.3342,0.5266,259.092,0.0000,-0.0646,0.0013,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.15,normal,34.9605,-0.7882,543.944,1.1792,0.0997,0.0009,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.16,normal,24.9738,-0.0005,118.658,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.4,normal,25.4763,0.0002,100.000,0.0000,-0.0001,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.6,normal,36.6371,0.1182,100.000,0.0000,-0.0155,0.0239,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.7,normal,31.3480,0.0235,114.971,0.0000,-0.0030,0.0000,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.8,normal,30.8796,0.0303,100.000,0.0000,-0.0051,0.0058,5.333,0.4,highway,0
0.6030,low_friction,f_r_hw_normal.9,normal,30.1215,0.0357,82.497,0.0000,0.0004,0.0001,5.333,0.4,highway,0
0.6700,low_friction,ego,ego,35.7650,-2.2500,78.979,0.0000,0.0000,0.0014,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_aggressive.1,aggressive,34.9605,-0.7882,149.006,0.0000,0.0997,0.0001,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_conservative.2,conservative,29.0617,-0.0138,340.710,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_conservative.3,conservative,24.2239,0.0506,234.011,0.0000,-0.0062,0.0002,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.10,normal,33.0086,-0.0179,163.727,0.0000,0.0005,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.11,normal,32.3476,0.0066,87.521,0.0000,0.0010,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.12,normal,24.1364,0.0001,211.776,0.0000,-0.0000,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.13,normal,22.6824,0.1769,31.802,0.0000,-0.0150,0.0005,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.14,normal,27.3691,0.5223,259.205,0.0000,-0.0643,0.0013,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.15,normal,34.9082,-0.7816,543.623,1.2864,0.0979,0.0009,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.16,normal,24.9738,-0.0005,119.327,0.0000,0.0002,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.4,normal,25.4763,0.0002,100.000,0.0000,-0.0001,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.6,normal,36.6450,0.1172,100.000,0.0000,-0.0153,0.0237,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.7,normal,31.3495,0.0233,115.326,0.0000,-0.0030,0.0000,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.8,normal,30.8817,0.0300,100.000,0.0000,-0.0050,0.0058,5.333,0.4,highway,0
0.6700,low_friction,f_r_hw_normal.9,normal,30.1239,0.0357,82.548,0.0000,0.0004,0.0001,5.333,0.4,highway,0
0.7370,low_friction,ego,ego,35.6143,-2.2500,78.928,0.0000,0.0000,0.0013,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_aggressive.1,aggressive,34.9082,-0.7816,148.503,0.0000,0.0979,0.0001,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_conservative.2,conservative,29.0608,-0.0138,340.470,0.0000,0.0002,0.0000,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_conservative.3,conservative,24.2272,0.0502,233.908,0.0000,-0.0064,0.0002,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.10,normal,33.0074,-0.0178,163.616,0.0000,0.0005,0.0000,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.11,normal,32.3481,0.0067,87.565,0.0000,0.0010,0.0000,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.12,normal,24.1364,0.0001,212.326,0.0000,-0.0000,0.0000,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.13,normal,22.6942,0.1759,31.898,0.0000,-0.0151,0.0005,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.14,normal,27.4039,0.5180,259.316,0.0000,-0.0641,0.0013,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.15,normal,34.8562,-0.7752,543.306,1.3936,0.0961,0.0009,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.16,normal,24.9738,-0.0005,119.992,0.0000,0.0002,0.0000,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.4,normal,25.4763,0.0002,100.000,0.0000,-0.0001,0.0000,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.7,normal,31.3511,0.0231,100.000,0.0000,-0.0030,0.0048,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.8,normal,30.8836,0.0296,100.000,0.0000,-0.0050,0.0057,5.000,0.4,highway,0
0.7370,low_friction,f_r_hw_normal.9,normal,30.1263,0.0357,82.599,0.0000,0.0003,0.0001,5.000,0.4,highway,0
0.8040,low_friction,ego,ego,35.4635,-2.2500,78.884,0.0000,0.0000,0.0012,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_aggressive.1,aggressive,34.8562,-0.7752,148.006,0.0000,0.0961,0.0001,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_conservative.2,conservative,29.0598,-0.0138,340.230,0.0000,0.0002,0.0000,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_conservative.3,conservative,24.2306,0.0498,233.806,0.0000,-0.0065,0.0002,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.10,normal,33.0062,-0.0178,163.505,0.0000,0.0005,0.0000,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.11,normal,32.3485,0.0067,87.609,0.0000,0.0009,0.0000,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.12,normal,24.1364,0.0001,212.876,0.0000,-0.0000,0.0000,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.13,normal,22.7059,0.1748,31.994,0.0000,-0.0153,0.0005,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.14,normal,27.4383,0.5138,259.425,0.0000,-0.0639,0.0012,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.15,normal,34.8047,-0.7689,542.993,1.5008,0.0943,0.0009,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.16,normal,24.9737,-0.0005,120.654,0.0000,0.0002,0.0000,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.4,normal,25.4763,0.0002,100.000,0.0000,-0.0000,0.0000,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.7,normal,31.3527,0.0244,100.000,0.0000,0.0201,0.0047,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.8,normal,30.8856,0.0293,100.000,0.0000,-0.0049,0.0057,5.000,0.4,highway,0
0.8040,low_friction,f_r_hw_normal.9,normal,30.1286,0.0358,82.650,0.0000,0.0002,0.0001,5.000,0.4,highway,0
0.8710,low_friction,ego,ego,35.3128,-2.2500,629.030,0.0000,0.0000,0.0004,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_aggressive.1,aggressive,34.8047,-0.7689,147.515,0.0000,0.0943,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_conservative.2,conservative,29.0589,-0.0137,339.989,0.0000,0.0001,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_conservative.3,conservative,24.2339,0.0493,46.359,0.0000,-0.0066,0.0001,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.10,normal,33.0050,-0.0178,163.395,0.0000,0.0005,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.11,normal,32.3490,0.0068,87.653,0.0000,0.0009,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.12,normal,24.1364,0.0001,213.426,0.0000,-0.0000,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.13,normal,22.7176,0.1738,32.089,0.0000,-0.0154,0.0005,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.14,normal,27.4724,0.5095,259.531,0.0000,-0.0636,0.0012,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.15,normal,34.7536,-0.7628,179.845,1.5008,0.0926,0.0015,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.16,normal,24.9737,-0.0004,121.313,0.0000,0.0002,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.4,normal,25.4763,0.0002,100.000,0.0000,-0.0000,0.0000,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.7,normal,31.3543,0.0242,100.000,0.0000,-0.0040,0.0047,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.8,normal,30.8875,0.0290,100.000,0.0000,-0.0048,0.0056,5.000,0.4,highway,0
0.8710,low_friction,f_r_hw_normal.9,normal,30.1310,0.0358,82.700,0.0000,0.0002,0.0001,5.000,0.4,highway,0
