epoch,step,vehicle_id,speed_kmh,accel_ms2,prox_m,wave_m,ai_score,category
1,276,cross_2,47.46,-0.329,140.84,35.155,46.32,Normal
1,276,cross_3,50.2,-0.082,113.95,36.246,45.93,Normal
1,276,cross_4,50.3,0.001,93.18,36.269,45.63,Normal
1,276,cross_5,50.38,0.645,99.21,36.256,48.22,Normal
1,279,cross_0,46.86,-0.154,161.47,33.539,45.5,Normal
1,279,cross_1,50.37,0.075,173.09,36.264,45.94,Normal
1,279,cross_2,47.45,-0.032,145.02,35.132,45.13,Normal
1,279,cross_3,50.4,0.552,118.01,36.246,47.85,Normal
1,279,cross_4,50.28,-0.079,95.75,36.268,45.93,Normal
1,279,cross_5,50.22,-0.442,99.03,36.256,47.37,Normal
1,282,cross_0,46.85,-0.013,165.17,33.636,44.93,Normal
1,282,cross_1,50.38,0.026,177.14,36.263,45.75,Normal
1,282,cross_2,47.34,-0.311,148.63,35.092,46.22,Normal
1,282,cross_3,50.22,-0.503,121.42,36.246,47.61,Normal
1,282,cross_4,50.19,-0.231,97.59,36.266,46.52,Normal
1,282,cross_5,50.22,-0.003,98.23,36.256,45.62,Normal
1,285,cross_0,46.84,-0.028,168.89,33.697,44.99,Normal
1,285,cross_1,50.23,-0.42,181.19,36.262,47.29,Normal
1,285,cross_2,47.3,-0.106,152.26,35.035,45.39,Normal
1,285,cross_3,50.4,0.499,124.89,36.247,47.64,Normal
1,285,cross_4,50.38,0.515,99.59,36.265,47.7,Normal
1,285,cross_5,50.16,-0.167,97.61,36.256,46.26,Normal
1,288,cross_0,46.77,-0.198,172.62,33.728,45.65,Normal
1,288,cross_1,50.2,-0.082,185.26,36.262,45.93,Normal
1,288,cross_2,47.32,0.037,155.9,34.967,45.12,Normal
1,288,cross_3,50.16,-0.663,128.4,36.246,48.24,Normal
1,288,cross_4,50.35,-0.077,101.72,36.263,45.94,Normal
1,288,cross_5,50.33,0.469,97.18,36.255,47.51,Normal
1,291,cross_0,46.7,-0.195,176.36,33.739,45.63,Normal
1,291,cross_1,50.14,-0.183,189.34,36.261,46.32,Normal
1,291,cross_2,47.31,-0.018,159.56,34.89,45.05,Normal
1,291,cross_3,50.39,0.643,131.96,36.246,48.21,Normal
1,291,cross_4,50.29,-0.184,103.99,36.262,46.35,Normal
1,291,cross_5,50.39,0.159,96.93,36.255,46.28,Normal
1,294,cross_0,46.78,0.206,180.61,33.74,45.69,Normal
1,294,cross_1,50.28,0.407,193.86,36.26,47.25,Normal
1,294,cross_2,47.27,-0.119,163.78,34.811,45.44,Normal
1,294,cross_3,50.33,-0.173,136.19,36.245,46.32,Normal
1,294,cross_4,50.35,0.172,107.22,36.261,46.32,Normal
1,294,cross_5,50.33,-0.143,97.75,36.254,46.2,Normal
1,297,cross_0,46.71,-0.181,185.35,33.74,45.57,Normal
1,297,cross_1,50.21,-0.202,198.84,36.259,46.41,Normal
1,297,cross_2,47.12,-0.405,168.55,34.734,46.55,Normal
1,297,cross_3,50.14,-0.512,141.06,36.245,47.64,Normal
1,297,cross_4,50.32,-0.07,111.36,36.26,45.91,Normal
1,297,cross_5,50.25,-0.23,99.67,36.254,46.53,Normal
1,300,cross_0,46.9,0.531,190.59,33.741,47.01,Normal
1,300,cross_1,50.21,0.007,204.27,36.258,45.63,Normal
1,300,cross_2,47.23,0.309,173.86,34.662,46.19,Normal
1,300,cross_3,50.15,0.014,146.57,36.244,45.65,Normal
1,300,cross_4,50.39,0.177,116.38,36.259,46.35,Normal
1,300,cross_5,50.37,0.327,102.69,36.253,46.94,Normal
1,303,cross_0,46.72,-0.497,196.16,33.741,46.84,Normal
1,303,cross_1,50.24,0.085,210.0,36.257,45.95,Normal
1,303,cross_2,46.89,-0.944,179.53,34.595,48.66,Normal
1,303,cross_3,50.34,0.534,152.51,36.244,47.77,Normal
1,303,cross_4,50.24,-0.409,121.98,36.259,47.25,Normal
1,303,cross_5,50.33,-0.1,106.51,36.253,46.03,Normal
1,306,cross_0,46.88,0.439,201.74,33.741,46.64,Normal
1,306,cross_1,50.28,0.093,215.74,36.256,45.99,Normal
1,306,cross_2,47.11,0.595,185.21,34.533,47.31,Normal
1,306,cross_3,50.3,-0.111,158.43,36.244,46.07,Normal
1,306,cross_4,50.25,0.021,127.61,36.259,45.69,Normal
1,306,cross_5,50.21,-0.355,110.52,36.254,47.02,Normal
1,309,cross_0,46.77,-0.312,207.34,33.742,46.11,Normal
1,309,cross_1,50.35,0.193,221.5,36.255,46.41,Normal
1,309,cross_2,47.25,0.397,190.89,34.476,46.55,Normal
1,309,cross_3,50.29,-0.014,164.37,36.245,45.68,Normal
1,309,cross_4,50.32,0.199,133.26,36.258,46.42,Normal
1,309,cross_5,50.39,0.504,114.69,36.255,47.66,Normal
1,312,cross_0,46.66,-0.305,212.42,33.742,46.06,Normal
1,312,cross_1,50.23,-0.33,226.79,36.255,46.92,Normal
1,312,cross_2,46.98,-0.747,196.01,34.424,47.89,Normal
1,312,cross_3,50.37,0.22,169.68,36.246,46.52,Normal
1,312,cross_4,50.39,0.193,138.16,36.258,46.41,Normal
1,312,cross_5,50.33,-0.168,118.11,36.256,46.3,Normal
1,315,cross_0,46.9,0.66,218.03,33.742,47.53,Normal
1,315,cross_1,50.24,0.024,232.55,36.254,45.7,Normal
1,315,cross_2,47.19,0.578,201.69,34.375,47.26,Normal
1,315,cross_3,50.38,0.02,175.61,36.247,45.72,Normal
1,315,cross_4,50.18,-0.583,143.86,36.258,47.93,Normal
1,315,cross_5,50.24,-0.232,122.57,36.257,46.54,Normal
1,318,cross_0,46.9,0.003,223.12,33.743,44.9,Normal
1,318,cross_2,46.92,-0.751,206.82,34.33,47.9,Normal
1,318,cross_3,50.18,-0.559,180.92,36.249,47.83,Normal
1,318,cross_4,50.32,0.408,148.81,36.258,47.26,Normal
1,318,cross_5,50.22,-0.075,126.26,36.258,45.9,Normal
1,321,cross_0,46.68,-0.604,228.2,33.744,47.26,Normal
1,321,cross_2,46.84,-0.208,211.93,34.287,45.71,Normal
1,321,cross_3,50.26,0.231,186.22,36.25,46.54,Normal
1,321,cross_4,50.36,0.111,153.78,36.259,46.08,Normal
1,321,cross_5,50.16,-0.157,130.05,36.258,46.22,Normal
1,324,cross_0,46.78,0.288,233.82,33.745,46.02,Normal
1,324,cross_2,46.92,0.226,217.61,34.248,45.8,Normal
1,324,cross_3,50.24,-0.063,192.15,36.251,45.86,Normal
1,324,cross_4,50.14,-0.623,159.53,36.259,48.08,Normal
1,324,cross_5,50.17,0.035,134.85,36.258,45.74,Normal
1,327,cross_0,46.71,-0.21,238.91,33.746,45.69,Normal
1,327,cross_2,46.93,0.004,222.73,34.211,44.91,Normal
1,327,cross_3,50.16,-0.211,197.46,36.252,46.43,Normal
1,327,cross_4,50.14,0.006,164.54,36.259,45.61,Normal
1,327,cross_5,50.28,0.313,138.84,36.258,46.87,Normal
1,330,cross_0,46.72,0.026,244.54,33.746,44.96,Normal
1,330,cross_2,46.98,0.137,228.41,34.177,45.45,Normal
1,330,cross_3,50.21,0.135,203.39,36.252,46.14,Normal
1,330,cross_4,50.25,0.289,170.33,36.259,46.77,Normal
1,330,cross_5,50.15,-0.369,143.8,36.258,47.07,Normal
1,333,cross_2,48.37,3.877,234.14,34.148,60.71,Normal
1,333,cross_3,50.23,0.05,209.32,36.252,45.81,Normal
1,333,cross_4,50.14,-0.286,176.13,36.259,46.73,Normal
1,333,cross_5,50.3,0.415,148.83,36.258,47.28,Normal
1,336,cross_2,50.22,5.144,239.44,34.135,65.61,Normal
1,336,cross_3,50.15,-0.219,214.62,36.252,46.47,Normal
1,336,cross_4,50.31,0.471,181.18,36.258,47.51,Normal
1,336,cross_5,50.35,0.123,153.06,36.258,46.12,Normal
1,339,cross_2,50.14,-0.221,245.34,34.137,46.47,Normal
1,339,cross_3,50.39,0.661,220.55,36.253,48.29,Normal
1,339,cross_4,50.2,-0.314,186.99,36.258,46.86,Normal
1,339,cross_5,50.32,-0.064,158.22,36.259,45.88,Normal
1,342,cross_2,50.4,0.701,251.24,34.156,48.45,Normal
1,342,cross_3,50.15,-0.675,226.48,36.253,48.29,Normal
1,342,cross_4,50.27,0.199,192.82,36.257,46.41,Normal
1,342,cross_5,50.3,-0.06,163.43,36.259,45.86,Normal
1,345,cross_2,50.36,-0.097,257.15,34.189,46.02,Normal
1,345,cross_3,50.24,0.245,232.41,36.252,46.59,Normal
1,345,cross_4,50.2,-0.188,198.65,36.257,46.35,Normal
1,345,cross_5,50.28,-0.047,168.69,36.259,45.81,Normal
1,348,cross_3,50.36,0.353,237.72,36.252,47.05,Normal
1,348,cross_4,50.17,-0.08,203.74,36.256,45.91,Normal
1,348,cross_5,50.19,-0.248,173.14,36.26,46.59,Normal
1,351,cross_3,50.24,-0.351,242.41,36.252,47.01,Normal
1,351,cross_4,50.3,0.357,208.12,36.255,47.05,Normal
1,351,cross_5,50.35,0.423,176.79,36.26,47.33,Normal
1,354,cross_3,50.35,0.32,247.72,36.251,46.91,Normal
1,354,cross_4,50.17,-0.365,213.24,36.254,47.05,Normal
1,354,cross_5,50.19,-0.427,181.34,36.26,47.31,Normal
1,357,cross_3,50.31,-0.115,252.42,36.251,46.09,Normal
1,357,cross_4,50.27,0.267,217.65,36.254,46.69,Normal
1,357,cross_5,50.18,-0.035,185.09,36.26,45.74,Normal
1,360,cross_3,50.27,-0.108,257.74,36.251,46.05,Normal
1,360,cross_4,50.21,-0.171,222.79,36.253,46.28,Normal
1,360,cross_5,50.23,0.138,189.73,36.26,46.16,Normal
1,363,cross_3,50.26,-0.017,263.66,36.251,45.68,Normal
1,363,cross_4,50.13,-0.201,228.66,36.252,46.39,Normal
1,363,cross_5,50.25,0.057,195.22,36.26,45.84,Normal
1,366,cross_3,50.3,0.097,269.59,36.25,46.01,Normal
1,366,cross_4,50.24,0.286,234.54,36.251,46.75,Normal
1,366,cross_5,50.39,0.388,200.75,36.26,47.2,Normal
1,369,cross_4,50.26,0.064,240.42,36.25,45.87,Normal
1,369,cross_5,50.32,-0.202,206.29,36.26,46.44,Normal
1,372,cross_4,50.21,-0.149,246.29,36.248,46.2,Normal
1,372,cross_5,50.35,0.1,211.86,36.26,46.04,Normal
1,375,cross_4,50.25,0.135,252.18,36.247,46.15,Normal
1,375,cross_5,50.29,-0.168,217.44,36.26,46.29,Normal
2,3,cross_0,41.93,-13.29,245.68,69.175,63.91,Normal
2,6,cross_0,44.2,6.303,241.51,90.476,64.34,Normal
2,9,cross_0,46.55,6.529,237.74,106.472,64.82,Normal
2,12,cross_0,46.73,0.483,234.43,119.31,46.78,Normal
2,15,cross_0,46.78,0.157,230.61,129.928,45.49,Normal
2,18,cross_0,46.86,0.223,226.24,138.837,45.77,Normal
2,21,cross_0,46.7,-0.459,222.43,146.349,46.68,Normal
2,21,cross_1,33.17,-47.401,242.25,69.573,62.45,Normal
2,24,cross_0,46.66,-0.111,219.19,152.672,45.28,Normal
2,24,cross_1,35.29,5.876,239.74,90.28,62.77,Normal
2,27,cross_0,46.88,0.627,215.96,157.947,47.39,Normal
2,27,cross_1,37.51,6.182,237.08,106.01,63.13,Normal
2,30,cross_0,46.71,-0.483,212.96,162.277,46.78,Normal
2,30,cross_1,40.02,6.974,234.45,118.729,63.56,Normal
2,33,cross_0,46.82,0.295,209.98,165.735,46.05,Normal
2,33,cross_1,42.23,6.118,231.68,129.307,63.96,Normal
2,36,cross_0,46.71,-0.294,206.44,168.377,46.03,Normal
2,36,cross_1,44.51,6.355,228.23,138.217,64.4,Normal
2,39,cross_0,46.66,-0.151,202.93,170.238,45.44,Normal
2,39,cross_1,46.82,6.397,224.65,145.752,64.87,Normal
2,42,cross_0,46.78,0.347,200.03,171.346,46.25,Normal
2,42,cross_1,49.27,6.812,221.47,152.101,65.39,Normal
2,45,cross_0,46.77,-0.025,197.16,171.715,44.96,Normal
2,45,cross_1,50.37,3.071,218.21,157.401,57.92,Normal
2,48,cross_0,46.8,0.064,194.33,171.349,45.12,Normal
2,48,cross_1,50.28,-0.274,214.98,161.754,46.71,Normal
2,51,cross_0,46.72,-0.208,191.54,170.243,45.68,Normal
2,51,cross_1,50.33,0.139,211.79,165.236,46.18,Normal
2,51,cross_2,43.95,-17.808,241.46,69.567,64.29,Normal
2,54,cross_0,46.9,0.511,188.79,168.384,46.93,Normal
2,54,cross_1,50.31,-0.055,208.63,167.9,45.84,Normal
2,54,cross_2,46.2,6.26,238.32,90.888,64.74,Normal
2,57,cross_0,46.72,-0.525,185.43,165.745,46.95,Normal
2,57,cross_1,50.4,0.25,204.89,169.785,46.64,Normal
2,57,cross_2,48.42,6.146,234.54,106.901,65.21,Normal
2,60,cross_0,46.73,0.051,181.44,162.289,45.06,Normal
2,60,cross_1,50.16,-0.658,200.58,170.917,48.22,Normal
2,60,cross_2,50.27,5.15,230.11,119.741,65.62,Normal
2,63,cross_0,46.82,0.232,176.81,157.962,45.8,Normal
2,63,cross_1,50.3,0.39,195.67,171.311,47.18,Normal
2,63,cross_2,50.4,0.354,225.13,130.347,47.06,Normal
2,66,cross_0,46.82,0.005,172.84,152.69,44.89,Normal
2,66,cross_1,50.29,-0.024,191.37,170.972,45.72,Normal
2,66,cross_2,50.28,-0.314,220.66,139.233,46.88,Normal
2,69,cross_0,46.67,-0.403,168.22,146.37,46.45,Normal
2,69,cross_1,50.27,-0.054,186.47,169.895,45.83,Normal
2,69,cross_2,50.25,-0.094,215.69,146.714,45.99,Normal
2,72,cross_0,46.79,0.332,162.94,138.861,46.19,Normal
2,72,cross_1,50.36,0.254,180.95,168.066,46.65,Normal
2,72,cross_2,50.21,-0.12,210.19,152.997,46.08,Normal
2,75,cross_0,46.87,0.222,157.21,129.955,45.77,Normal
2,75,cross_1,50.36,-0.005,175.02,165.461,45.66,Normal
2,75,cross_2,50.2,-0.021,204.35,158.227,45.68,Normal
2,78,cross_0,46.71,-0.452,151.48,119.34,46.66,Normal
2,78,cross_1,50.26,-0.286,169.09,162.041,46.76,Normal
2,78,cross_2,50.36,0.443,198.51,162.509,47.41,Normal
2,81,cross_0,46.69,-0.055,146.42,106.508,45.06,Normal
2,81,cross_1,50.34,0.231,163.78,157.755,46.55,Normal
2,81,cross_2,50.28,-0.223,193.19,165.916,46.51,Normal
2,81,cross_3,36.74,-37.66,227.3,69.472,63.0,Normal
2,84,cross_0,46.68,-0.031,140.69,90.518,44.96,Normal
2,84,cross_1,50.17,-0.484,157.86,152.529,47.53,Normal
2,84,cross_2,50.15,-0.358,187.36,168.504,47.02,Normal
2,84,cross_3,38.86,5.877,222.46,90.096,63.36,Normal
2,87,cross_0,46.85,0.467,134.96,69.218,46.75,Normal
2,87,cross_1,50.22,0.14,151.93,146.263,46.16,Normal
2,87,cross_2,50.28,0.347,181.54,170.313,47.01,Normal
2,87,cross_3,41.21,6.531,217.48,105.74,63.77,Normal
2,90,cross_0,46.73,-0.335,129.24,33.711,46.19,Normal
2,90,cross_1,50.34,0.344,146.0,138.815,47.01,Normal
2,90,cross_2,50.36,0.247,175.72,171.368,46.63,Normal
2,90,cross_3,43.57,6.559,212.35,118.371,64.22,Normal
2,93,cross_0,46.89,0.439,123.51,33.731,46.64,Normal
2,93,cross_1,50.22,-0.334,140.07,129.982,46.94,Normal
2,93,cross_2,50.36,-0.012,169.91,171.686,45.68,Normal
2,93,cross_3,45.77,6.113,207.07,128.858,64.66,Normal
2,96,cross_0,46.7,-0.505,117.78,33.736,46.87,Normal
2,96,cross_1,50.3,0.228,134.14,119.458,46.54,Normal
2,96,cross_2,50.38,0.05,164.11,171.272,45.84,Normal
2,96,cross_3,48.31,7.056,201.63,137.676,65.19,Normal
2,99,cross_0,46.77,0.178,112.05,33.736,45.57,Normal
2,99,cross_1,50.23,-0.199,128.22,106.744,46.4,Normal
2,99,cross_2,50.24,-0.384,158.33,170.124,47.14,Normal
2,99,cross_3,50.22,5.29,196.04,145.116,65.6,Normal
2,102,cross_0,46.83,0.186,106.32,33.736,45.62,Normal
2,102,cross_1,50.38,0.415,122.29,90.925,47.3,Normal
2,102,cross_2,50.38,0.374,152.55,168.227,47.14,Normal
2,102,cross_3,50.28,0.177,190.42,151.379,46.32,Normal
2,105,cross_0,46.83,-0.022,100.59,33.737,44.96,Normal
2,105,cross_1,50.25,-0.375,116.36,69.926,47.11,Normal
2,105,cross_2,50.27,-0.304,146.79,165.559,46.83,Normal
2,105,cross_3,50.19,-0.238,184.83,156.607,46.55,Normal
2,108,cross_0,46.9,0.191,94.86,33.738,45.65,Normal
2,108,cross_1,50.3,0.142,110.44,35.511,46.19,Normal
2,108,cross_2,50.37,0.281,141.04,162.082,46.76,Normal
2,108,cross_3,50.26,0.19,179.26,160.901,46.37,Normal
2,111,cross_0,46.89,-0.025,89.13,33.74,44.99,Normal
2,111,cross_1,50.14,-0.421,104.51,35.753,47.27,Normal
2,111,cross_2,50.3,-0.191,135.3,157.747,46.38,Normal
2,111,cross_3,50.26,-0.007,173.71,164.333,45.64,Normal
2,114,cross_0,46.76,-0.342,83.4,33.741,46.23,Normal
2,114,cross_1,50.22,0.202,98.59,35.938,46.41,Normal
2,114,cross_2,50.28,-0.056,129.58,152.482,45.84,Normal
2,114,cross_3,50.25,-0.012,168.19,166.956,45.66,Normal
2,117,cross_0,46.71,-0.156,78.36,33.743,45.47,Normal
2,117,cross_1,50.22,0.002,93.27,36.073,45.61,Normal
2,117,cross_2,50.24,-0.099,124.32,146.188,46.01,Normal
2,117,cross_3,50.39,0.364,163.03,168.809,47.1,Normal
2,120,cross_0,46.72,0.026,72.64,33.744,44.95,Normal
2,120,cross_1,50.28,0.158,87.34,36.164,46.25,Normal
2,120,cross_2,50.17,-0.206,118.63,138.729,46.42,Normal
2,120,cross_3,50.22,-0.461,157.56,169.916,47.45,Normal
2,120,cross_4,46.8,-9.597,209.19,63.513,64.87,Normal
2,123,cross_0,46.83,0.303,66.92,33.745,46.08,Normal
2,123,cross_1,50.37,0.266,81.41,36.219,46.7,Normal
2,123,cross_2,50.32,0.425,112.98,129.906,47.33,Normal
2,123,cross_3,50.31,0.242,152.12,170.292,46.59,Normal
2,123,cross_4,48.98,6.044,204.21,81.052,65.33,Normal
2,126,cross_0,46.74,-0.225,61.2,33.745,45.75,Normal
2,126,cross_1,50.14,-0.628,75.48,36.246,48.1,Normal
2,126,cross_2,50.35,0.07,107.35,119.416,45.91,Normal
2,126,cross_3,50.32,0.04,146.72,169.943,45.79,Normal
2,126,cross_4,50.32,3.726,199.13,94.432,60.53,Normal
2,129,cross_0,46.66,-0.241,55.48,33.746,45.8,Normal
2,129,cross_1,50.39,0.671,69.56,36.255,48.32,Normal
2,129,cross_2,50.38,0.093,101.75,106.754,46.01,Normal
2,129,cross_3,50.38,0.156,141.36,168.863,46.26,Normal
2,129,cross_4,50.32,0.02,194.09,105.25,45.71,Normal
2,132,cross_0,46.72,0.188,49.77,33.746,45.6,Normal
2,132,cross_1,50.36,-0.077,63.64,36.255,45.95,Normal
2,132,cross_2,50.18,-0.547,96.2,91.015,47.78,Normal
2,132,cross_3,50.33,-0.132,136.05,167.038,46.16,Normal
2,132,cross_4,50.36,0.107,189.09,114.236,46.06,Normal
2,135,cross_0,46.66,-0.186,44.77,33.747,46.45,Normal
2,135,cross_1,50.15,-0.578,58.31,36.255,47.9,Normal
2,135,cross_2,50.37,0.521,91.04,70.156,47.72,Normal
2,135,cross_3,50.28,-0.128,131.06,164.445,46.13,Normal
2,135,cross_4,50.28,-0.218,184.33,121.796,46.49,Normal
2,138,cross_0,46.81,0.414,39.08,33.747,50.34,Normal
2,138,cross_1,50.17,0.052,52.4,36.255,45.8,Normal
2,138,cross_2,50.2,-0.482,85.57,36.207,47.53,Normal
2,138,cross_3,50.27,-0.036,125.84,161.044,45.76,Normal
2,138,cross_4,50.28,-0.002,179.44,128.183,45.63,Normal
2,141,cross_0,46.67,-0.374,34.13,33.747,54.39,Normal
2,141,cross_1,50.27,0.272,47.07,36.255,46.98,Normal
2,141,cross_2,50.39,0.543,80.47,36.243,47.82,Normal
2,141,cross_3,50.22,-0.138,120.93,156.786,46.16,Normal
2,141,cross_4,50.24,-0.114,174.76,133.566,46.07,Normal
2,144,cross_0,46.77,0.266,29.24,33.748,59.71,Normal
2,144,cross_1,50.39,0.353,41.75,36.254,49.23,Normal
2,144,cross_2,50.13,-0.723,75.41,36.257,48.48,Normal
2,144,cross_3,50.27,0.133,116.04,151.595,46.15,Normal
2,144,cross_4,50.18,-0.167,170.12,138.061,46.26,Normal
2,147,cross_0,46.69,-0.22,24.44,33.748,66.63,Normal
2,147,cross_1,50.31,-0.231,36.43,36.255,52.44,Normal
2,147,cross_2,50.14,0.014,70.39,36.259,45.64,Normal
2,147,cross_3,50.2,-0.187,111.2,145.374,46.35,Normal
2,147,cross_4,50.2,0.049,165.51,141.754,45.79,Normal
2,150,cross_0,46.77,0.232,20.63,33.749,73.39,Aggressive
2,150,cross_1,50.23,-0.213,31.75,36.255,57.12,Normal
2,150,cross_2,50.26,0.354,65.67,36.258,47.03,Normal
2,150,cross_3,50.22,0.042,106.59,137.982,45.77,Normal
2,150,cross_4,50.33,0.375,161.05,144.705,47.13,Normal
2,153,cross_0,46.91,0.372,16.32,33.749,82.67,Aggressive
2,153,cross_1,50.22,-0.034,26.46,36.256,63.47,Normal
2,153,cross_2,50.28,0.037,60.73,36.258,45.76,Normal
2,153,cross_3,50.22,0.001,101.83,129.22,45.61,Normal
2,153,cross_4,50.21,-0.34,156.53,146.959,46.96,Normal
2,156,cross_0,46.91,0.001,12.62,33.749,89.6,Aggressive
2,156,cross_1,50.25,0.092,21.19,36.256,72.53,Aggressive
2,156,cross_2,50.33,0.139,55.86,36.258,46.18,Normal
2,156,cross_3,50.38,0.443,97.12,118.783,47.41,Normal
2,156,cross_4,50.38,0.474,152.05,148.548,47.54,Normal
2,159,cross_0,46.77,-0.376,11.05,33.749,94.92,Aggressive
2,159,cross_1,50.33,0.196,16.68,36.257,81.93,Aggressive
2,159,cross_2,50.31,-0.049,51.25,36.257,45.82,Normal
2,159,cross_3,50.2,-0.483,92.62,106.179,47.53,Normal
2,159,cross_4,50.23,-0.417,147.69,149.494,47.28,Normal
2,162,cross_0,46.8,0.074,10.65,33.749,94.72,Aggressive
2,162,cross_1,50.33,0.002,11.63,36.258,92.75,Aggressive
2,162,cross_2,50.38,0.198,46.55,36.257,46.81,Normal
2,162,cross_3,50.22,0.036,88.03,90.507,45.75,Normal
2,162,cross_4,50.3,0.179,143.31,149.808,46.34,Normal
2,162,cross_5,30.16,-55.928,197.0,54.008,62.02,Normal
2,165,cross_0,46.9,0.287,12.82,33.75,90.27,Aggressive
2,165,cross_1,50.26,-0.195,7.87,36.258,100.0,Aggressive
2,165,cross_2,50.18,-0.562,42.09,36.257,49.85,Normal
2,165,cross_3,50.34,0.358,83.62,69.731,47.06,Normal
2,165,cross_4,50.32,0.076,139.03,149.494,45.93,Normal
2,165,cross_5,32.32,5.991,194.27,66.564,62.32,Normal
2,168,cross_0,46.74,-0.461,16.04,33.75,83.61,Aggressive
2,168,cross_1,50.19,-0.181,5.94,36.259,100.0,Aggressive
2,168,cross_2,50.22,0.106,37.72,36.257,50.86,Normal
2,168,cross_3,50.36,0.057,79.25,35.863,45.87,Normal
2,168,cross_4,50.24,-0.234,134.79,148.549,46.55,Normal
2,168,cross_5,34.53,6.145,191.37,76.495,62.65,Normal
2,171,cross_0,46.71,-0.069,19.8,33.75,74.3,Aggressive
2,171,cross_1,50.29,0.285,7.83,36.259,100.0,Aggressive
2,171,cross_2,50.16,-0.172,33.48,36.257,55.02,Normal
2,171,cross_3,50.39,0.067,74.97,36.021,45.91,Normal
2,171,cross_4,50.33,0.235,130.59,146.96,46.57,Normal
2,171,cross_5,36.6,5.758,188.34,84.702,62.98,Normal
2,174,cross_0,46.66,-0.139,23.69,33.749,67.55,Normal
2,174,cross_1,50.16,-0.376,11.48,36.259,94.57,Aggressive
2,174,cross_2,49.77,-1.065,29.3,36.256,63.47,Normal
2,174,cross_3,50.19,-0.549,70.75,36.132,47.79,Normal
2,174,cross_4,50.23,-0.269,126.39,144.706,46.68,Normal
2,174,cross_5,38.89,6.367,185.15,91.625,63.36,Normal
2,177,cross_0,46.78,0.331,27.63,33.749,62.21,Normal
2,177,cross_1,50.36,0.572,15.32,36.259,86.42,Aggressive
2,177,cross_2,50.32,1.509,25.18,36.253,71.38,Aggressive
2,177,cross_3,50.24,0.128,66.51,36.203,46.12,Normal
2,177,cross_4,50.3,0.204,122.21,141.756,46.44,Normal
2,177,cross_5,41.39,6.951,181.76,97.519,63.81,Normal
2,180,cross_0,46.76,-0.047,31.55,33.748,55.94,Normal
2,180,cross_1,50.17,-0.549,19.44,36.259,77.67,Aggressive
2,180,cross_2,45.46,-13.5,21.31,36.237,90.92,Aggressive
2,180,cross_3,50.23,-0.022,62.32,36.241,45.69,Normal
2,180,cross_4,50.21,-0.263,118.03,138.064,46.65,Normal
2,180,cross_5,43.72,6.458,178.17,102.543,64.25,Normal
2,183,cross_0,46.9,0.369,35.48,33.748,53.11,Normal
2,183,cross_1,50.14,-0.072,23.6,36.259,68.18,Normal
2,183,cross_2,40.6,-13.5,17.9,36.184,96.64,Aggressive
2,183,cross_3,50.32,0.251,58.13,36.257,46.63,Normal
2,183,cross_4,50.3,0.265,113.85,133.569,46.68,Normal
2,183,cross_5,46.06,6.511,174.39,106.804,64.72,Normal
2,186,cross_0,46.79,-0.303,39.37,33.746,49.69,Normal
2,186,cross_1,50.26,0.346,27.79,36.259,62.79,Normal
2,186,cross_2,35.74,-13.478,14.82,36.076,100.0,Aggressive
2,186,cross_3,50.34,0.062,53.94,36.259,45.88,Normal
2,186,cross_4,50.27,-0.081,109.66,128.188,45.94,Normal
2,186,cross_5,48.48,6.724,170.42,110.379,65.22,Normal
2,189,cross_0,46.92,0.361,43.32,33.745,47.76,Normal
2,189,cross_1,50.39,0.354,31.97,36.259,57.45,Normal
2,189,cross_2,30.88,-13.5,12.4,35.896,100.0,Aggressive
2,189,cross_3,50.24,-0.294,49.75,36.258,46.79,Normal
2,189,cross_4,50.4,0.338,105.5,121.801,46.99,Normal
2,189,cross_5,50.16,4.664,166.28,113.325,64.25,Normal
2,192,cross_0,46.72,-0.556,47.28,33.744,47.31,Normal
2,192,cross_1,50.23,-0.443,36.18,36.259,53.49,Normal
2,192,cross_2,26.04,-13.458,10.56,35.628,100.0,Aggressive
2,192,cross_3,50.16,-0.222,45.59,36.257,47.1,Normal
2,192,cross_4,50.39,-0.02,101.34,114.242,45.72,Normal
2,192,cross_5,50.34,0.491,162.09,115.687,47.59,Normal
2,195,cross_0,46.89,0.493,51.36,33.743,46.86,Normal
2,195,cross_1,50.19,-0.119,40.47,36.259,48.98,Normal
2,195,cross_2,21.18,-13.5,9.91,35.26,100.0,Aggressive
2,195,cross_3,50.22,0.183,41.5,36.256,48.65,Normal
2,195,cross_4,50.32,-0.19,97.25,105.258,46.39,Normal
2,195,cross_5,50.21,-0.352,157.93,117.5,47.01,Normal
2,198,cross_0,46.81,-0.234,55.35,33.743,45.81,Normal
2,198,cross_1,50.19,0.004,44.72,36.259,46.5,Normal
2,198,cross_2,23.48,6.387,9.21,34.802,100.0,Aggressive
2,198,cross_3,50.28,0.155,37.41,36.255,51.31,Normal
2,198,cross_4,50.4,0.214,93.14,94.443,46.5,Normal
2,198,cross_5,50.26,0.121,153.77,118.79,46.1,Normal
2,201,cross_0,46.77,-0.117,59.21,33.743,45.33,Normal
2,201,cross_1,50.29,0.28,48.9,36.259,46.78,Normal
2,201,cross_2,25.85,6.6,8.07,34.271,100.0,Aggressive
2,201,cross_3,50.2,-0.222,33.25,36.254,55.47,Normal
2,201,cross_4,50.38,-0.033,88.96,81.068,45.77,Normal
